  RUN# SR_TYPE   PARM 1         PARM 2         STD. DEV.    RHO          Last Residual
  385      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  386      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  387      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  388      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  389      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  390      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  391      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  392      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  393      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  394      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  395      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  396      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  397      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  398      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  399      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  400      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  401      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  402      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  403      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  404      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  405      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  406      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  407      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  408      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  409      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  410      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  411      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  412      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  413      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  414      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  415      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  416      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  417      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  418      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  419      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  420      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  421      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  422      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  423      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  424      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  425      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  426      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  427      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  428      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  429      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  430      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  431      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  432      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  433      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  434      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  435      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  436      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  437      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  438      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  439      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  440      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  441      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  442      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  443      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  444      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  445      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  446      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  447      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  448      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  449      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  450      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  451      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  452      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  453      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  454      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  455      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  456      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  457      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  458      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  459      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  460      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  461      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  462      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  463      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  464      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  465      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  466      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  467      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  468      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  469      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  470      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  471      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  472      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  473      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  474      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  475      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  476      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  477      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  478      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  479      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  480      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  481      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  482      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  483      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  484      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  485      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  486      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  487      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  488      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  489      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  490      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  491      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  492      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  493      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  494      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  495      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  496      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  497      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  498      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  499      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  500      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
