  RUN# SR_TYPE   PARM 1         PARM 2         STD. DEV.    RHO          Last Residual
  173      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  174      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  175      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  176      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  177      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  178      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  179      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  180      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  181      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  182      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  183      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  184      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  185      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  186      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  187      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  188      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  189      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  190      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  191      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  192      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  193      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  194      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  195      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  196      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  197      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  198      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  199      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  200      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  201      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  202      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  203      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  204      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  205      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  206      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  207      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  208      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  209      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  210      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  211      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  212      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  213      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  214      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  215      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  216      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  217      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  218      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  219      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  220      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  221      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  222      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  223      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  224      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  225      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  226      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  227      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  228      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  229      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  230      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  231      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  232      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  233      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  234      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  235      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  236      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  237      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  238      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  239      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  240      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  241      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  242      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  243      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  244      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  245      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  246      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  247      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  248      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  249      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  250      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  251      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  252      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  253      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  254      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  255      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  256      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  257      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  258      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  259      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  260      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  261      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  262      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  263      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  264      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  265      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  266      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  267      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  268      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  269      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  270      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  271      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  272      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  273      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  274      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  275      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  276      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  277      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  278      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  279      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  280      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  281      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  282      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  283      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  284      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  285      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  286      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  287      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  288      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  289      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  290      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  291      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  292      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  293      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  294      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  295      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  296      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  297      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  298      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  299      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  300      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  301      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  302      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  303      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  304      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  305      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  306      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  307      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  308      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  309      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  310      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  311      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  312      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  313      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  314      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  315      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  316      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  317      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  318      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  319      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  320      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  321      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  322      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  323      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  324      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  325      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  326      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  327      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  328      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  329      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  330      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  331      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  332      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  333      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  334      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  335      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  336      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  337      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  338      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  339      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  340      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  341      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  342      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  343      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  344      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  345      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  346      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  347      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  348      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  349      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  350      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  351      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  352      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  353      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  354      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  355      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  356      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  357      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  358      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  359      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  360      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  361      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  362      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  363      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  364      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  365      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  366      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  367      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  368      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  369      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  370      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  371      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  372      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  373      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  374      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  375      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  376      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  377      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  378      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  379      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  380      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  381      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  382      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  383      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
  384      6  0.17666D+07  0.00000D+00         0.5094         0.0000         0.0000
